2025-12-01 14:24:25 | INFO | vortex | VORTEX logging initialized.
2025-12-01 14:38:14 | INFO | vortex | System message: You've been quiet for a while. Need any help?
2025-12-01 14:39:26 | INFO | vortex | VORTEX shutting down.
2025-12-01 14:52:39 | INFO | vortex | VORTEX logging initialized.
2025-12-01 14:52:40 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 14:53:11 | INFO | vortex | User command: note that I need to go to washroom in 2mins
2025-12-01 14:53:11 | INFO | vortex | Note stored: I need to go to washroom in 2mins
2025-12-01 14:53:11 | INFO | vortex | System message: I'll remember that: I need to go to washroom in 2mins
2025-12-01 14:53:27 | INFO | vortex | User command: open notepad
2025-12-01 14:53:27 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 14:53:28 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 14:53:42 | INFO | vortex | User command: enter security mode
2025-12-01 14:53:42 | INFO | vortex | System message: Entering security mode. All systems on high alert.
2025-12-01 14:53:55 | INFO | vortex | User command: normal mode
2025-12-01 14:53:55 | INFO | vortex | System message: Returning to normal operational mode.
2025-12-01 14:54:19 | INFO | vortex | VORTEX shutting down.
2025-12-01 15:07:46 | INFO | vortex | VORTEX logging initialized.
2025-12-01 15:08:18 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 15:08:32 | INFO | vortex | User command (typed): vortex
2025-12-01 15:08:32 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 15:08:54 | INFO | vortex | Voice capture requested.
2025-12-01 15:08:54 | INFO | vortex | Recording voice phrase...
2025-12-01 15:08:58 | INFO | vortex | Recording finished, running STT...
2025-12-01 15:08:59 | INFO | vortex | STT result: 'Hello.'
2025-12-01 15:08:59 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 15:08:59 | INFO | vortex | Voice capture requested.
2025-12-01 15:08:59 | INFO | vortex | Recording voice phrase...
2025-12-01 15:09:03 | INFO | vortex | Recording finished, running STT...
2025-12-01 15:09:03 | INFO | vortex | STT result: 'I'm going to go to the bathroom.'
2025-12-01 15:09:03 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 15:09:12 | INFO | vortex | Voice capture requested.
2025-12-01 15:09:12 | INFO | vortex | Recording voice phrase...
2025-12-01 15:09:16 | INFO | vortex | Recording finished, running STT...
2025-12-01 15:09:16 | INFO | vortex | STT result: 'Open NotePad'
2025-12-01 15:09:16 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 15:09:16 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 15:09:20 | INFO | vortex | Voice capture requested.
2025-12-01 15:09:20 | INFO | vortex | Recording voice phrase...
2025-12-01 15:09:24 | INFO | vortex | Recording finished, running STT...
2025-12-01 15:09:24 | INFO | vortex | STT result: 'Close note pad'
2025-12-01 15:09:24 | INFO | vortex | Note stored: pad
2025-12-01 15:09:24 | INFO | vortex | System message: I'll remember that: pad
2025-12-01 15:11:11 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 15:14:03 | INFO | vortex | System message: You've been quiet for a while. Need any help?
2025-12-01 15:15:14 | INFO | vortex | System message: I'm monitoring your system. Everything looks stable.
2025-12-01 15:17:39 | INFO | vortex | System message: If you want to note something, just tell me.
2025-12-01 15:19:27 | INFO | vortex | VORTEX shutting down.
2025-12-01 15:20:32 | INFO | vortex | VORTEX logging initialized.
2025-12-01 15:20:33 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 15:20:37 | INFO | vortex | Voice capture requested.
2025-12-01 15:20:37 | INFO | vortex | Recording voice phrase...
2025-12-01 15:20:41 | INFO | vortex | Recording finished, running STT...
2025-12-01 15:20:41 | INFO | vortex | STT result: 'Open Notepad'
2025-12-01 15:20:41 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 15:20:41 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 15:20:45 | INFO | vortex | Voice capture requested.
2025-12-01 15:20:45 | INFO | vortex | Recording voice phrase...
2025-12-01 15:20:49 | INFO | vortex | Recording finished, running STT...
2025-12-01 15:20:49 | INFO | vortex | STT result: 'Close load pad'
2025-12-01 15:21:26 | INFO | vortex | VORTEX logging initialized.
2025-12-01 15:21:27 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 15:21:32 | INFO | vortex | User command (typed): close notepad
2025-12-01 15:22:31 | INFO | vortex | VORTEX logging initialized.
2025-12-01 15:22:32 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 15:22:37 | INFO | vortex | User command (typed): close notepad
2025-12-01 15:24:58 | INFO | vortex | VORTEX logging initialized.
2025-12-01 15:24:59 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 15:25:09 | INFO | vortex | User command (typed): close notepad
2025-12-01 15:25:09 | INFO | vortex | System message: Closing notepad for you.
2025-12-01 15:25:09 | INFO | vortex | System message: I couldn't find any running instance of notepad.
2025-12-01 15:25:25 | INFO | vortex | User command (typed): open notepad
2025-12-01 15:25:25 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 15:25:25 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 15:25:31 | INFO | vortex | User command (typed): close notepad
2025-12-01 15:25:31 | INFO | vortex | System message: Closing notepad for you.
2025-12-01 15:25:31 | INFO | vortex | System message: I couldn't find any running instance of notepad.
2025-12-01 15:27:37 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 15:29:11 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 15:30:51 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 15:33:04 | INFO | vortex | VORTEX logging initialized.
2025-12-01 15:33:06 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 15:33:14 | INFO | vortex | User command (typed): close notepad
2025-12-01 15:33:14 | INFO | vortex | System message: Closing notepad for you.
2025-12-01 15:33:14 | INFO | vortex | Closed application: notepad
2025-12-01 15:33:26 | INFO | vortex | VORTEX shutting down.
2025-12-01 15:43:29 | INFO | vortex | VORTEX logging initialized.
2025-12-01 15:43:30 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 15:43:34 | INFO | vortex | Voice capture requested.
2025-12-01 15:43:34 | INFO | vortex | Recording voice phrase...
2025-12-01 15:43:38 | INFO | vortex | Recording finished, running STT...
2025-12-01 15:43:38 | INFO | vortex | STT result: 'How are you?'
2025-12-01 15:43:38 | INFO | vortex | System message: Online and fully operational. How can I assist you?
2025-12-01 15:43:46 | INFO | vortex | VORTEX shutting down.
2025-12-01 16:11:39 | INFO | vortex | VORTEX logging initialized.
2025-12-01 16:11:45 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 16:11:51 | INFO | vortex | Voice capture requested.
2025-12-01 16:11:51 | INFO | vortex | Recording voice phrase...
2025-12-01 16:11:56 | INFO | vortex | Recording finished, running STT...
2025-12-01 16:11:56 | INFO | vortex | STT result: 'and roll my voice'
2025-12-01 16:11:56 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 16:12:02 | INFO | vortex | User command (typed): enroll my voice
2025-12-01 16:12:02 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 16:12:22 | INFO | vortex | User command (typed): enroll my face
2025-12-01 16:12:22 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 16:12:33 | INFO | vortex | User command (typed): enroll face
2025-12-01 16:12:33 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 16:12:37 | INFO | vortex | User command (typed): enroll voice
2025-12-01 16:12:37 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 16:15:30 | INFO | vortex | VORTEX logging initialized.
2025-12-01 16:15:32 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 16:15:40 | INFO | vortex | Voice capture requested.
2025-12-01 16:15:40 | INFO | vortex | Recording voice phrase...
2025-12-01 16:15:44 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:15:44 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:15:44 | INFO | vortex | STT result: 'in the old my voice'
2025-12-01 16:15:44 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 16:15:50 | INFO | vortex | User command (typed): enroll my voice
2025-12-01 16:15:50 | INFO | vortex | System message: Starting voice enrollment procedure.
2025-12-01 16:15:50 | INFO | vortex | Loading voice encoder (resemblyzer)...
2025-12-01 16:15:50 | INFO | vortex | Voice encoder loaded.
2025-12-01 16:15:50 | INFO | vortex | Voice enrollment: recording sample 1/5
2025-12-01 16:16:20 | INFO | vortex | Voice enrollment: recording sample 2/5
2025-12-01 16:16:23 | INFO | vortex | Voice enrollment: recording sample 3/5
2025-12-01 16:16:26 | INFO | vortex | Voice enrollment: recording sample 4/5
2025-12-01 16:16:29 | INFO | vortex | Voice enrollment: recording sample 5/5
2025-12-01 16:16:32 | INFO | vortex | Voiceprint saved to D:\GitHub\V.O.R.T.E.X\data\voiceprint.npy
2025-12-01 16:16:32 | INFO | vortex | System message: Voice enrollment complete. Your voiceprint is now registered.
2025-12-01 16:16:44 | INFO | vortex | User command (typed): enroll my face
2025-12-01 16:16:44 | INFO | vortex | System message: Starting face enrollment procedure.
2025-12-01 16:16:44 | INFO | vortex | Loading InsightFace model...
2025-12-01 16:17:12 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 16:18:17 | INFO | vortex | InsightFace model loaded.
2025-12-01 16:18:25 | INFO | vortex | Face enrollment: collected 1/10
2025-12-01 16:18:26 | INFO | vortex | Face enrollment: collected 2/10
2025-12-01 16:18:26 | INFO | vortex | Face enrollment: collected 3/10
2025-12-01 16:18:27 | INFO | vortex | Face enrollment: collected 4/10
2025-12-01 16:18:29 | INFO | vortex | Face enrollment: collected 5/10
2025-12-01 16:18:39 | INFO | vortex | Face enrollment: collected 6/10
2025-12-01 16:18:47 | INFO | vortex | Face enrollment: collected 7/10
2025-12-01 16:18:55 | INFO | vortex | Face enrollment: collected 8/10
2025-12-01 16:19:03 | INFO | vortex | Face enrollment: collected 9/10
2025-12-01 16:19:07 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 16:19:11 | INFO | vortex | Face enrollment: collected 10/10
2025-12-01 16:19:12 | INFO | vortex | Faceprint saved to D:\GitHub\V.O.R.T.E.X\data\faceprint.npy
2025-12-01 16:19:12 | INFO | vortex | System message: Face enrollment complete. Your faceprint is now registered.
2025-12-01 16:20:14 | INFO | vortex | System message: If you want to note something, just tell me.
2025-12-01 16:21:16 | INFO | vortex | System message: You've been quiet for a while. Need any help?
2025-12-01 16:21:44 | INFO | vortex | Voice capture requested.
2025-12-01 16:21:44 | INFO | vortex | Recording voice phrase...
2025-12-01 16:21:48 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:21:48 | INFO | vortex | Voice similarity: 0.844
2025-12-01 16:21:48 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:21:48 | INFO | vortex | STT result: 'Open Notepad.'
2025-12-01 16:21:48 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 16:21:48 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 16:22:04 | INFO | vortex | Voice capture requested.
2025-12-01 16:22:04 | INFO | vortex | Recording voice phrase...
2025-12-01 16:22:09 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:22:09 | INFO | vortex | Voice similarity: 0.827
2025-12-01 16:22:09 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:22:09 | INFO | vortex | STT result: 'Open Note Pad.'
2025-12-01 16:22:09 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 16:22:09 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 16:22:17 | INFO | vortex | Voice capture requested.
2025-12-01 16:22:17 | INFO | vortex | Recording voice phrase...
2025-12-01 16:22:21 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:22:21 | INFO | vortex | Voice similarity: 0.869
2025-12-01 16:22:21 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:22:21 | INFO | vortex | STT result: 'Close note bad.'
2025-12-01 16:22:21 | INFO | vortex | Note stored: bad.
2025-12-01 16:22:21 | INFO | vortex | System message: I'll remember that: bad.
2025-12-01 16:22:26 | INFO | vortex | Voice capture requested.
2025-12-01 16:22:26 | INFO | vortex | Recording voice phrase...
2025-12-01 16:22:30 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:22:30 | INFO | vortex | Voice similarity: 0.828
2025-12-01 16:22:30 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:22:30 | INFO | vortex | STT result: 'Close note pad.'
2025-12-01 16:22:30 | INFO | vortex | System message: Closing notepad for you.
2025-12-01 16:22:30 | INFO | vortex | Closed application: notepad
2025-12-01 16:24:04 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 16:25:29 | INFO | vortex | System message: If you want to note something, just tell me.
2025-12-01 16:25:37 | INFO | vortex | Voice capture requested.
2025-12-01 16:25:37 | INFO | vortex | Recording voice phrase...
2025-12-01 16:25:41 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:25:41 | INFO | vortex | Voice similarity: 0.763
2025-12-01 16:25:41 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:25:42 | INFO | vortex | STT result: 'Open Not Tag.'
2025-12-01 16:25:42 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 16:25:51 | INFO | vortex | Voice capture requested.
2025-12-01 16:25:51 | INFO | vortex | Recording voice phrase...
2025-12-01 16:25:55 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:25:55 | INFO | vortex | Voice similarity: 0.780
2025-12-01 16:25:55 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:25:55 | INFO | vortex | STT result: 'Open NotePad.'
2025-12-01 16:25:55 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 16:25:55 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 16:27:20 | INFO | vortex | System message: I'm monitoring your system. Everything looks stable.
2025-12-01 16:28:47 | INFO | vortex | VORTEX shutting down.
2025-12-01 16:28:55 | INFO | vortex | VORTEX logging initialized.
2025-12-01 16:28:56 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 16:29:09 | INFO | vortex | Voice capture requested.
2025-12-01 16:29:09 | INFO | vortex | Recording voice phrase...
2025-12-01 16:29:13 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:29:13 | INFO | vortex | Loading voice encoder (resemblyzer)...
2025-12-01 16:29:13 | INFO | vortex | Voice encoder loaded.
2025-12-01 16:29:15 | INFO | vortex | Voice similarity: 0.732
2025-12-01 16:29:15 | WARNING | vortex | Voice mismatch, similarity=0.732. Trying face fallback...
2025-12-01 16:29:15 | INFO | vortex | Security check: VOICE MISMATCH.
2025-12-01 16:29:15 | INFO | vortex | Loading InsightFace model...
2025-12-01 16:29:16 | INFO | vortex | InsightFace model loaded.
2025-12-01 16:29:22 | INFO | vortex | Face similarity attempt: 0.695
2025-12-01 16:29:23 | INFO | vortex | Face verified, similarity=0.695. Allowing command.
2025-12-01 16:29:23 | INFO | vortex | System message: Voice mismatch but face verified. Proceeding.
2025-12-01 16:29:23 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:29:23 | INFO | vortex | STT result: 'Open Notag.'
2025-12-01 16:29:23 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 16:29:37 | INFO | vortex | User command (typed): normal mode
2025-12-01 16:29:37 | INFO | vortex | System message: Returning to normal operational mode.
2025-12-01 16:29:47 | INFO | vortex | Voice capture requested.
2025-12-01 16:29:47 | INFO | vortex | Recording voice phrase...
2025-12-01 16:29:51 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:29:51 | INFO | vortex | Voice similarity: 0.811
2025-12-01 16:29:51 | WARNING | vortex | Voice mismatch, similarity=0.811. Trying face fallback...
2025-12-01 16:29:51 | INFO | vortex | Security check: VOICE MISMATCH.
2025-12-01 16:29:56 | INFO | vortex | Face similarity attempt: 0.192
2025-12-01 16:29:57 | INFO | vortex | Face similarity attempt: 0.233
2025-12-01 16:29:58 | INFO | vortex | Face similarity attempt: 0.227
2025-12-01 16:29:59 | INFO | vortex | Face similarity attempt: 0.233
2025-12-01 16:30:00 | INFO | vortex | Face similarity attempt: 0.257
2025-12-01 16:30:01 | INFO | vortex | Face similarity attempt: 0.233
2025-12-01 16:30:02 | INFO | vortex | Face similarity attempt: 0.242
2025-12-01 16:30:03 | INFO | vortex | Face similarity attempt: 0.236
2025-12-01 16:30:05 | INFO | vortex | Face similarity attempt: 0.235
2025-12-01 16:30:05 | INFO | vortex | Face similarity attempt: 0.249
2025-12-01 16:30:06 | WARNING | vortex | Face mismatch, similarity=0.257. Intruder alert.
2025-12-01 16:30:06 | INFO | vortex | System message: Intruder alert. Identity could not be verified. Command ignored.
2025-12-01 16:30:15 | INFO | vortex | User command (typed): normal mode
2025-12-01 16:30:15 | INFO | vortex | System message: Returning to normal operational mode.
2025-12-01 16:30:18 | INFO | vortex | Voice capture requested.
2025-12-01 16:30:18 | INFO | vortex | Recording voice phrase...
2025-12-01 16:30:22 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 16:30:22 | INFO | vortex | Voice similarity: 0.809
2025-12-01 16:30:22 | WARNING | vortex | Voice mismatch, similarity=0.809. Trying face fallback...
2025-12-01 16:30:22 | INFO | vortex | Security check: VOICE MISMATCH.
2025-12-01 16:30:28 | INFO | vortex | Face similarity attempt: 0.822
2025-12-01 16:30:29 | INFO | vortex | Face verified, similarity=0.822. Allowing command.
2025-12-01 16:30:29 | INFO | vortex | System message: Voice mismatch but face verified. Proceeding.
2025-12-01 16:30:29 | INFO | vortex | Identity verified. Running STT...
2025-12-01 16:30:29 | INFO | vortex | STT result: 'Open NotePad'
2025-12-01 16:30:29 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 16:30:29 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 16:31:05 | INFO | vortex | System message: You've been quiet for a while. Need any help?
2025-12-01 16:32:04 | INFO | vortex | VORTEX shutting down.
2025-12-01 16:44:52 | INFO | vortex | VORTEX logging initialized.
2025-12-01 16:44:53 | INFO | vortex | CameraMonitor started.
2025-12-01 16:44:53 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 16:44:56 | INFO | vortex | Loading InsightFace model...
2025-12-01 16:44:58 | INFO | vortex | InsightFace model loaded.
2025-12-01 16:45:01 | WARNING | vortex | CameraMonitor: camera appears covered/blocked.
2025-12-01 16:45:01 | INFO | vortex | System message: Security warning: Camera feed obstructed or missing. Commands disabled.
2025-12-01 16:45:08 | INFO | vortex | Voice capture requested.
2025-12-01 16:45:08 | INFO | vortex | System message: Camera blocked. Ignoring command for security.
2025-12-01 16:45:33 | INFO | vortex | User command (typed): open notepad
2025-12-01 16:45:33 | INFO | vortex | System message: Opening notepad for you.
2025-12-01 16:45:33 | INFO | vortex | Opened application: notepad (['notepad.exe'])
2025-12-01 16:45:42 | INFO | vortex | CameraMonitor: camera feed restored.
2025-12-01 16:45:42 | INFO | vortex | System message: Camera feed restored. Normal operations resumed.
2025-12-01 16:45:58 | WARNING | vortex | CameraMonitor: no face detected for long duration.
2025-12-01 16:45:58 | INFO | vortex | System message: Security warning: Camera feed obstructed or missing. Commands disabled.
2025-12-01 16:46:03 | INFO | vortex | CameraMonitor: camera feed restored.
2025-12-01 16:46:03 | INFO | vortex | System message: Camera feed restored. Normal operations resumed.
2025-12-01 16:46:35 | WARNING | vortex | CameraMonitor: camera appears covered/blocked.
2025-12-01 16:46:35 | INFO | vortex | System message: Security warning: Camera feed obstructed or missing. Commands disabled.
2025-12-01 16:46:36 | INFO | vortex | Voice capture requested.
2025-12-01 16:46:36 | INFO | vortex | System message: Camera blocked. Ignoring command for security.
2025-12-01 16:46:49 | INFO | vortex | CameraMonitor: camera feed restored.
2025-12-01 16:46:50 | INFO | vortex | System message: Camera feed restored. Normal operations resumed.
2025-12-01 16:47:08 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 16:47:21 | INFO | vortex | VORTEX shutting down.
2025-12-01 17:08:00 | INFO | vortex | VORTEX logging initialized.
2025-12-01 17:08:01 | INFO | vortex | CameraMonitor started.
2025-12-01 17:08:01 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
2025-12-01 17:08:01 | ERROR | vortex | WakeWordListener: failed to init Porcupine: create() missing 1 required positional argument: 'access_key'
2025-12-01 17:08:05 | INFO | vortex | Loading InsightFace model...
2025-12-01 17:08:06 | INFO | vortex | InsightFace model loaded.
2025-12-01 17:09:10 | INFO | vortex | Voice capture requested.
2025-12-01 17:09:10 | INFO | vortex | Recording voice phrase...
2025-12-01 17:09:14 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 17:09:14 | INFO | vortex | Loading voice encoder (resemblyzer)...
2025-12-01 17:09:15 | INFO | vortex | Voice encoder loaded.
2025-12-01 17:09:23 | INFO | vortex | Voice similarity: 0.723
2025-12-01 17:09:23 | WARNING | vortex | Voice mismatch, similarity=0.723. Trying face fallback...
2025-12-01 17:09:23 | INFO | vortex | Security check: VOICE MISMATCH.
2025-12-01 17:09:30 | INFO | vortex | Voice capture requested.
2025-12-01 17:09:35 | INFO | vortex | Recording voice phrase...
2025-12-01 17:09:43 | INFO | vortex | Recording finished, verifying identity...
2025-12-01 17:09:47 | INFO | vortex | Voice similarity: 0.730
2025-12-01 17:09:47 | WARNING | vortex | Voice mismatch, similarity=0.730. Trying face fallback...
2025-12-01 17:09:47 | INFO | vortex | Security check: VOICE MISMATCH.
2025-12-01 17:10:05 | INFO | vortex | Face similarity attempt: 0.789
2025-12-01 17:10:06 | INFO | vortex | Face similarity attempt: 0.849
2025-12-01 17:10:06 | INFO | vortex | Face verified, similarity=0.849. Allowing command.
2025-12-01 17:10:06 | INFO | vortex | System message: Voice mismatch but face verified. Proceeding.
2025-12-01 17:10:06 | INFO | vortex | Identity verified. Running STT...
2025-12-01 17:10:07 | INFO | vortex | STT result: 'Jarvis'
2025-12-01 17:10:07 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 17:10:09 | INFO | vortex | Face similarity attempt: 0.823
2025-12-01 17:10:10 | INFO | vortex | Face verified, similarity=0.823. Allowing command.
2025-12-01 17:10:10 | INFO | vortex | System message: Voice mismatch but face verified. Proceeding.
2025-12-01 17:10:10 | INFO | vortex | Identity verified. Running STT...
2025-12-01 17:10:10 | INFO | vortex | STT result: 'Bye!'
2025-12-01 17:10:10 | INFO | vortex | System message: I'm still learning. I didn't understand that command yet.
2025-12-01 17:10:27 | INFO | vortex | User command (typed): normal mode
2025-12-01 17:10:27 | INFO | vortex | System message: Returning to normal operational mode.
2025-12-01 17:10:57 | INFO | vortex | System message: Remember to take short breaks while working.
2025-12-01 17:12:03 | INFO | vortex | VORTEX shutting down.
2025-12-01 17:12:03 | INFO | vortex | WakeWordListener stopped.
2025-12-01 17:54:59 | INFO | vortex | VORTEX logging initialized.
2025-12-01 17:55:00 | INFO | vortex | CameraMonitor started.
2025-12-01 17:55:00 | INFO | vortex | System message: VORTEX online. Welcome back, Varchasva.
